date;senders;receivers
1949-06-23;Thirring, Walter (1927-2014);Heisenberg, Werner (1901-1976)/ Max-Planck-Institut für Physik (1946-1958)
1949-06-17;Heisenberg, Werner (1901-1976);Thirring, Hans (1888-1976)
1949-05-25;Thirring, Hans (1888-1976);Heisenberg, Werner (1901-1976)
1947-11-14;Heisenberg, Werner (1901-1976);Thirring, Hans (1888-1976)/ Institut für theoretische Physik der Universität Wien
1950-04-19;Touschek, Bruno (1921-1978)/ University of Glasgow;Heisenberg, Werner (1901-1976)
1950-04-14;Heisenberg, Werner (1901-1976);Touschek, Bruno (1921-1978)/ University of Glasgow
1950-04-11;Touschek, Bruno (1921-1978)/ University of Glasgow;Heisenberg, Werner (1901-1976)
1949-10-28;Heisenberg, Werner (1901-1976);Touschek, Bruno (1921-1978)/ University of Glasgow
1949-10-06;Touschek, Bruno (1921-1978)/ University of Glasgow;Heisenberg, Werner (1901-1976)
1948-03-02;Touschek, Bruno (1921-1978)/ University of Glasgow;Heisenberg, Werner (1901-1976)
1948-06-27;Touschek, Bruno (1921-1978)/ University of Glasgow;Heisenberg, Werner (1901-1976)
1948-04-20;Heisenberg, Werner (1901-1976);Touschek, Bruno (1921-1978)/ University of Glasgow
1948-04-01;Touschek, Bruno (1921-1978);Heisenberg, Werner (1901-1976)
1948-02-23;Heisenberg, Werner (1901-1976)/ Cavendish Laboratory (1873-);Touschek, Bruno (1921-1978)
1948-02-20;Touschek, Bruno (1921-1978);Heisenberg, Werner (1901-1976)
1948-01-31;Touschek, Bruno (1921-1978)/ University of Glasgow;Heisenberg, Werner (1901-1976)
1948-01-28;Heisenberg, Werner (1901-1976);Touschek, Bruno (1921-1978)
